,Name of user,Competition Name,Label,Ranking
401,203,SSGK Maestro Olympiad,1,0.333333333333
402,203,Global Business Model Competition 2017,0,0.088792736326
403,203,National Geography Olympiad 2017,0,0.148728266105
404,203,NATS Talent Search,1,0.381751736581
405,203,JIFF ISC Script Contest,0,0.0
406,203,Maay Marathi Film Competition 2017,0,0.0988128121085
407,203,Project Innovation Contest,0,0.0597413658529
408,203,Dream Build Play 2017 Challenge,1,0.649706338863
409,203,Photography Competition 2017,1,0.573369051024
410,203,Asia Young Designer Award Contest,1,0.395356828832
411,203,GYTI Innovation Awards,0,0.0694116090673
412,203,Haryana Vigyan / Yuva Vigyan Ratna Awards 2017-18,0,0.0549963022312
413,203,Dr. A P J Abdul Kalam National Legal Essay Competition 2017,0,0.106582901625
414,203,1st Justice P N Bhagwati Research Paper Writing Competition 2017,0,0.0083104618126
415,203,Best International Future Lawyer Award 2017,0,0.0
416,203,Archasm Architecture Competition 2017,0,0.0578819938763
417,203,4th National Essay Writing Competition 2018,0,0.0292332229881
418,203,India?s Storytellers/ Script Contest 2017-2018,1,0.500469537092
419,203,Third National Essay Competition on Water 2017-18,0,0.0272187135893
420,203,Soul of Bengaluru Photo Contest 2017,0,0.0905941201253
421,203,1st International Article Writing Competition 2017,0,0.0525037207065
422,203,"Combating Corruption, Battling Black Money Competition 2017",0,0.0371397334317
423,203,Solar Chulha Innovation Challenge 2017,0,0.0641839748251
424,344,KTH Master's Challenge (Full Scholarship + Monthly Stipend),0,0.0
425,344,Marksman Call For Articles- November 2017,1,0.554798611497
426,344,Convergence 2017,1,0.478780717313
427,344,Prarambh 2018,0,0.0694116090673
428,344,Click India Photography Competition - Shot 3,1,0.573369051024
429,344,NEC IIT Bombay Presents The Entrepreneurship Quiz Challenge,0,0.0433436600947
430,344,Battleground 8.0,0,0.0618899115816
431,344,ShopFloor,0,0.164795637949
432,344,CrackItUp,0,0.110611281892
433,344,NEC IIT Bombay Presents CodeSprint,0,0.0521019912154
434,344,Kamaal Dhamaal Bemisaal,0,0.157701683403
435,344,Brainy Awards,0,0.157440968661
436,344,Inquizito - Tickle Your Grey Cells,0,0.0587782919844
437,344,Finathon - Time To Trade!,0,0.110661320953
438,344,Yalgaar - Time For Halla Bol!,0,0.206395046803
439,344,IntellOps- Article Writing Competition By OpCellence,0,0.162882048778
440,344,BIOCON PRESENTS SHOT OF LIFE,0,0.171874775185
441,344,NEC IIT Bombay Presents Empresario,0,0.0790239435541
442,344,Rural Le Carte,0,0.131138342981
443,344,The Fast Pay Story,0,0.131138342981
444,344,"FINAcumen, IIM Nagpur",0,0.193657311667
445,344,NEC IIT Bombay Presents Hashtrix,0,0.0521019912154
446,344,NEC IIT Bomaby Presents HackStack,0,0.074345535807
447,344,Asia Pacific International Conference,0,0.134774488269
448,344,Interview Question Of Year 2017,0,0.119359562981
449,344,The Great Analytics Quiz,0,0.140764696007
450,344,"Paper Presentation On ""  Effect Of App Based Learning In School Education (K-12)""",0,0.144515358963
451,344,KDP Pen To Publish Contest,1,0.533191092826
452,344,Banjara International Film Festival 2017,0,0.0716459998409
453,344,Spanish Guitar Competition 2017,1,0.382735944261
454,344,SSGK Maestro Olympiad,1,0.333333333333
455,344,Global Business Model Competition 2017,0,0.088792736326
456,344,National Geography Olympiad 2017,0,0.148728266105
457,344,NATS Talent Search,1,0.381751736581
